Nome Completo|E-mail|Data de Nascimento
João Silva|joão.silva@yahoo.com|06/01/1960
Sandra Rocha|sandra.rocha@yahoo.com|24/10/1978
João Silva|joão.silva@hotmail.com|13/04/1987
Pedro Oliveira|pedro.oliveira@hotmail.com|13/10/1968
Rafael Alves|rafael.alves@email.com|15/10/1968
Laura Ferreira|laura.ferreira@hotmail.com|15/07/1987
João Silva|joão.silva@example.com|18/09/1950
Carlos Pereira|carlos.pereira@yahoo.com|16/08/1974
Pedro Oliveira|pedro.oliveira@hotmail.com|01/08/1965
Carlos Pereira|carlos.pereira@hotmail.com|08/07/1995
Rafael Alves|rafael.alves@yahoo.com|09/08/1964
Maria Santos|maria.santos@hotmail.com|20/01/1970
João Silva|joão.silva@email.com|28/12/1976
Carlos Pereira|carlos.pereira@gmail.com|07/09/1974
Sandra Rocha|sandra.rocha@hotmail.com|15/02/1994
Pedro Oliveira|pedro.oliveira@gmail.com|18/05/1962
Ana Souza|ana.souza@gmail.com|18/01/1982
